word,reading,pos,meaning,collocation,count,source,is_n2_core,examples,meaning_detail,quadrant
本当,ほんとう,名詞,真实,本当のこと / 本当の気持ち / 本当の理由,66,真题,否,あなたに会えて本当によかった。 / フスタイルに関係すること、 本当に興味のあることしかメモしないのである。,①真实，事实（本当のこと。｜真实的事情。）②确实，真的（本当ですか。｜真的吗？）,隐藏考点
送る,おくる,動詞,发送,メールを送る / 荷物を送る / 時間を送る,66,真题,否,いので早く着くように送りたい。 / て、申し込み締め切り日必着で、下記までお送りください。,①发送，寄（手紙を送る。｜寄信。）②送别，送行（友達を送る。｜送朋友。）,隐藏考点
体,からだ,名詞,身体,体を動かす / 体が疲れる / 体に良い,66,真题,否,花粉は体にとって有害なものではありません。 / しかし、 花粉症になりやすい人の体に花粉が入ると、 体は花粉を,①身体，躯体（体を大切に。｜照顾身体。）②身躯，体格（体が大きい。｜身体很大。）,隐藏考点
変わる,かわる,動詞,变化,状況が変わる / 生活が変わる / 考えが変わる,65,真题,否,会議の時間が変わりました。 / 努力すれば、 他人からの評価は変わる,①变化，变更（状況が変わる。｜情况变化了。）②转变，改变（考えが変わる。｜想法改变了。）,隐藏考点
方法,ほうほう,名詞,方法,方法を考える / 方法がある / 方法を選ぶ,65,真题,否,なのです。 / つまり、こちらが望んでいるような方法へ向,①方法，方式（良い方法。｜好的方法。）②手段，办法（解決方法。｜解决办法。）,隐藏考点
努力,どりょく,名詞,努力,努力をする / 努力が必要 / 努力を重ねる,65,真题,否,とほめられ / を人に見せることをやめてしまいます。,①努力，尽力（努力すること。｜努力的事情。）②奋斗，拼搏（努力して成功。｜努力成功。）,隐藏考点
確認,かくにん,名詞,确认,確認をする / 確認が必要 / 確認を取る,64,真题,否,新しい問題を繰り返し解いて、 自分の理解を確認しながら定義させる。 / 何をどれだけ努力したかを確認しながら、 努力自体を楽しむことが大切だ。,①确认，核实（確認してください。｜请确认。）②查证，验证（情報を確認。｜确认信息。）,隐藏考点
メール,めーる,名詞,邮件,メールを送る / メールが届く / メールを確認する,64,真题,否,メールアドレスを削除する / 以下は、ある会社が出したメールの内容である。,①邮件，电子邮件（メールを送る。｜发邮件。）②信件，信函（メールが届いた。｜邮件到了。）,隐藏考点
今日,きょう,名詞,今天,今日の天気 / 今日の予定 / 今日の出来事,64,真题,否,天気予報がなかい、 今日は一日中快晴だった。 / (注2)矯正(きょうせい)する: 正しくなるように直す,①今天（今日はいい天気です｜今天天气很好。）,隐藏考点
楽しい,たのしい,形容詞,快乐,楽しい時間 / 楽しいこと / 楽しい経験,63,真题,否,想像するだけでもけっこう楽しい。 / 会話も車の運転も技術が高ければ仲間と楽しい時間を過ごせるところ,①快乐的（楽しい時間を過ごした｜度过了快乐的时光。）,隐藏考点
増える,ふえる,動詞,增加,人口が増える / 数が増える / コストが増える,63,真题,否,吸えない場所が増えているから / のなかで、(注1)老眼鏡を必要とする人の割合が増えたからです。,①增加（人数が増えた｜人数增加了。）②变多（興味が増えた｜兴趣变多了。）,隐藏考点
練習,れんしゅう,名詞,练习,練習をする / 練習が必要 / 練習を重ねる,59,真题,否,B 「3課の文法の練習問題を / たいのであれば、それなりの準備や練習は必要なのです。,①练习（毎日練習する｜每天练习。）,隐藏考点
時代,じだい,名詞,时代,時代が変わる / 時代を超える / 時代の流れ,59,真题,否,子供の頃に憧れていた野球選手とか、大学時代に憧れ / その大学者はそういう時代に、全部ノートするのは結局頭によく入らないという点に気づいていた,①时代（新しい時代が来た｜来了新时代。）,隐藏考点
学生,がくせい,名詞,学生,学生が多い / 学生生活 / 学生の時代,59,真题,否,この大学は地元の学生が多い / いまどきの大学で、ノートをとっている学生はいないけれども、戦,①学生（彼は大学生です｜他是大学生。）,隐藏考点
様々,さまざま,形状詞,各种,様々な方法 / 様々な問題 / 様々な視点,58,真题,否,様々な障害をクリアしていくことがむずかしい。 / これからも様々な国との相互理解を深めていこうと思う。,①各种各样的（様々な意見がある｜有各种意见。）,隐藏考点
見える,みえる,動詞,看见,景色が見える / 影が見える / 遠くが見える,58,真题,否,晴れている日は、この山頂からすばらしい景色が見える。 / (注1)老眼鏡: 年をとって近くが見えにくくなった人のための眼鏡,①看得见（山が見える｜能看到山。）②显得（彼は元気に見える｜他看起来很精神。）,隐藏考点
一人,ひとり,名詞,一个人,一人で行く / 一人の時間 / 一人の友達,58,真题,否,大学に入学してから、一人でくらしています。 / サッカーでもバスケットボールでも、ひとりでボ,①一个人（彼は一人で行った｜他一个人去了。）,隐藏考点
写真,しゃしん,名詞,照片,写真を撮る / 写真がある / 写真を見せる,58,真题,否,の写真です。 / これは 「あお湖」,①照片（この写真が好きです｜我喜欢这张照片。）,隐藏考点
イメージ,いめーじ,名詞,形象,イメージを持つ / イメージが変わる / イメージを作る,58,真题,否,のよいイメージを重ねていきます。 / 新しいイメージを次々に重ねてことで、最初の印象は次第に変化していく。,①形象，印象（彼のイメージは良い｜他的形象很好。）②想象，构思（そのイメージを描いてみて｜试着描绘那个想象。）,隐藏考点
答え,こたえ,名詞,答案,答えが出る / 答えを考える / 答えを求める,58,真题,否,から4の中から、正しい答えを一つ選んでください。 / する返事を聞いて、 1から3の中から、正しい答えを一つ選んでください。,①答案，回答（正しい答えはこれです｜正确的答案是这个。）,隐藏考点
社員,しゃいん,名詞,员工,社員が働く / 社員の意見 / 社員の数,58,真题,否,社員としては体調管理につながるだけでなく、人を助けることができ、 / 会社としては社員の健康を支えながら社会貢献ができるので、社員にとっても会社にとっても一石二鳥というわけだ。,①员工，职员（彼は会社の社員です｜他是公司的员工。）,隐藏考点
評価,ひょうか,名·他サ,评价,過大/小評価（过高/低评价）,57,两者,是,と評価が下がるのを恐れます。 / 努力すれば、 他人からの評価は変わる,①评价，评估（彼の評価は高い｜他的评价很高。）②价值，重要性（その評価は重要です｜这个评价很重要。）,黄金词
頃,ころ,名詞,时候,頃に戻る / 頃の思い出 / 頃の出来事,57,真题,否,子供の頃から憧れていた仕事 / 子供の頃に憧れていた野球選手とか、大学時代に憧れ,①时候，时期（その頃は忙しかった｜那时候很忙。）②大约，左右（午後三時頃に行きます｜大约三点去。）,隐藏考点
